jobId,sourceJobKey
"job-03603","dars|tehnik ikt, v področju za informacijsko komunikacijske tehnologije, v službi za telekomunikacije - m/ž|ljubljana, central slovenia"
"job-03604","gabrijel aluminium|laborant - tehnik v proizvodnji m/ž|grosuplje, central slovenia"
"job-03605","dekra|tehnik za video nadzorne sisteme (m/ž)|ljubljana, central slovenia"
"job-03622","univerzitetni klinični center ljubljana|finančno računovodski delavec v (m/ž) (šifra delovnega mesta: e095082)|ljubljana, central slovenia"
"job-03624","univerzitetni klinični center ljubljana|finančno računovodski delavec v, (e095082), za potrebe supas, področje za nabavno dejavnost in trženje, služba za javna naročila - m/ž|ljubljana, central slovenia"
"job-03625","nacionalni laboratorij za zdravje, okolje in hrano|e047104-analitik v laboratorijski medicini s posebnimi znanji; cmm lj - m/ž|ljubljana, central slovenia"
"job-03626","onkološki inštitut ljubljana|srednja medicinska sestra v intenzivni terapiji ii, ii, e035013, oddelek zn za podporo skupni zdravstveni dejavnosti in oddelek za odpoved prebavil in paliativne oskrbe, m/ž|ljubljana, central slovenia"
"job-03627","univerzitetni klinični center ljubljana|tehnični delavec v (i) (m/ž)|ljubljana, central slovenia"
"job-03629","onkološki inštitut ljubljana|srednja medicinska sestra v intenzivni terapiji i, ii, e035013, oddelek bolnišnične zn sektorja operativnih dejavnosti, m/ž|ljubljana, central slovenia"
"job-03630","onkološki inštitut ljubljana|srednja medicinska sestra v negovalni enoti v bolnišnični dejavnosti - pripravnik, e035037, za potrebe zdravstvene nege onkološkega inštituta, m/ž|ljubljana, central slovenia"
"job-03632","univerza v ljubljani|ntf, strokovni delavec pri pedagoškem procesu na univerzi vii/1, katedra za oblikovanje tekstilij in oblačil|ljubljana, central slovenia"
"job-03633","onkološki inštitut ljubljana|srednja medicinska sestra v intenzivni terapiji i, ii, e035013, oddelek zn za podporo skupni zdravstveni dejavnosti - m/ž|ljubljana, central slovenia"
"job-03634","null|sodelavec na pošti i, ljubljana z okoliškimi poštami - m/ž|ljubljana, central slovenia"
"job-03635","onkološki inštitut ljubljana|srednja medicinska sestra v negovalni enoti v bolnišnični dejavnosti - pripravnik, e035037, za potrebe zdravstvene nege - m/ž|ljubljana, central slovenia"
"job-03636","null|sodelavec na pošti i, domžale z okoliškimi poštami - m/ž|domžale, central slovenia"
"job-03637","null|sodelavec na pošti i, 1102 ljubljana - m/ž|ljubljana, central slovenia"
"job-03638","univerzitetni klinični center ljubljana|srednja medicinska sestra v intenzivni negi (e035012), interna klinika-klinični oddelek za endokrinologijo, diabetes in presnovne bolezni - m/ž|ljubljana, central slovenia"
"job-03639","onkološki inštitut ljubljana|srednja medicinska sestra v intenzivni terapiji i, ii, e035013, oddelek bolnišnične zn sektorja operativnih dejavnosti - m/ž|ljubljana, central slovenia"
"job-03644","null|sodelavec na pošti i, grosuplje z okoliškimi poštami - m/ž|grosuplje, central slovenia"
"job-03645","univerzitetni klinični center ljubljana|srednja medicinska sestra v intenzivni negi (e035012), interna klinika-center za geriatrično medicino - m/ž|ljubljana, central slovenia"
"job-03646","univerzitetni klinični center ljubljana|tehnični delavec v (i), (e095086), za potrebe supas, področje za nabavno dejavnost in trženje, služba skladiščnega poslovanja - m/ž|ljubljana, central slovenia"
"job-03647","univerzitetni klinični center ljubljana|finančno računovodski delavec v (m/ž) supas, področje za nabavno dejavnost in trženje|ljubljana, central slovenia"
"job-03648","mercator|specialist (m/ž) na področju izvedbe investicij|ljubljana, central slovenia"
"job-03649","univerzitetni klinični center ljubljana|srednja medicinska sestra v intenzivni negi (šifra dm: e035012) klinika za infekcijske bolezni in vročinska stanja, oddelek za otroke ukc ljubljana, m/ž|ljubljana, central slovenia"
"job-03650","univerzitetni klinični center ljubljana|zdr. administrativni sodelavec v (ii), interna klinika, klinični oddelek za gastroenterologijo - m/ž|ljubljana, central slovenia"
"job-03651","univerzitetni klinični center ljubljana|srednja medicinska sestra v intenzivni negi, za potrebe klinike za infekcijske bolezni in vročinska stanja - m/ž|ljubljana, central slovenia"
"job-03652","univerzitetni klinični center ljubljana|zdr. administrativni sodelavec v (ii) (m/ž), (1 delovno mesto) interna klinika, klinični oddelek za gastroenterologijo|ljubljana, central slovenia"
"job-03653","univerzitetni klinični center ljubljana|srednja medicinska sestra v intenzivni negi, za potebe klinike za infekcijske bolezni in vročinska stanja, oddelek za otroke - m/ž|ljubljana, central slovenia"
"job-03654","univerzitetni klinični center ljubljana|srednja medicinska sestra v intenzivni negi, za potrebe klinike za infekcijske bolezni in vročinska stanja, oddelek za otroke - m/ž|ljubljana, central slovenia"
"job-03655","null|klinični psiholog specialist ii - m/ž|kamnik, central slovenia"
"job-03656","fng property si d.o.o.|specialist (m/ž) na področju izvedbe investicij|ljubljana, central slovenia"
"job-03657","pek automotive|hr manager - strokovnjak za kadre|logatec, central slovenia"
"job-03658","univerzitetni klinični center ljubljana|srednja medicinska sestra v intenzivni negi, za potrebe klinike za infekcijske bolezni in vročinska stanja, oddelke za otroke - m/ž|ljubljana, central slovenia"
"job-03659","null|kontrolor tehničnih pregledov - m/ž|ljubljana, central slovenia"
"job-03660","rekruter|samostojni tiskar - vodice|vodice, central slovenia"
"job-03661","univerzitetni klinični center ljubljana|srednja medicinska sestra v intenzivni negi, interna klinika, ko za kardiologijo - m/ž|ljubljana, central slovenia"
"job-03662","univerzitetni klinični center ljubljana|srednja medicinska sestra v negovalni enoti v bolnišnični dejavnosti za potrebe interne klinike, ko za žilne bolezni - m/ž|ljubljana, central slovenia"
"job-03663","univerzitetni klinični center ljubljana|srednja medicinska sestra v intenzivni terapiji i,ii za potrebe interne klinike, kliničnega oddelka za žilne bolezni - m/ž|ljubljana, central slovenia"
"job-03664","univerzitetni klinični center ljubljana|srednja medicinska sestra v negovalni enoti v bolnišnični dejavnosti, za potrebe interne klinike, ko za žilne bolezni - m/ž|ljubljana, central slovenia"
"job-03665","univerzitetni klinični center ljubljana|srednja medicinska sestra v negovalni enoti v bolnišnični dejavnosti, za potrebe interne klinike, klinični oddelek za žilne bolezni - m/ž|ljubljana, central slovenia"
"job-03666","univerzitetni klinični center ljubljana|srednja medicinska sestra v intenzivni terapiji i, ii, oddelek intenzivne terapije (it i, ii), klinični oddelek za žilne bolezni - m/ž|ljubljana, central slovenia"
"job-03669","null|farmacevtski tehnik ii - pripravnik - m/ž|kranj, upper carniola"
"job-03675","null|proizvodni tehnik na cnc avtomatih (m/ž)|železniki, upper carniola"
"job-03678","null|sr. med. sestra/zdr. tehnik - m/ž|radovljica, upper carniola"
"job-03679","null|sr. med. sestra / zdr. tehnik pripravnik - m/ž|radovljica, upper carniola"
"job-03686","gorenjska gradbena družba|vodja strojnega in avto parka|kranj, upper carniola"
"job-03687","null|srednja medicinska sestra v negovalni enoti v bolnišnični dejavnosti - pripravnik - m/ž|kranj, upper carniola"
"job-03688","null|varnostni tehnik - m/ž|maribor, drava"
"job-03690","null|tehnik pralnih sistemov - m/ž|maribor, drava"
"job-03692","lekarne ptuj|farmacevtski tehnik ii pripravnik m/ž-m/ž - m/ž|ptuj, drava"
"job-03693","null|varnostni tehnik / serviser - m/ž|maribor, drava"
"job-03694","null|tehnik zdravstvene nege - m/ž|maribor, drava"
"job-03706","null|monter - m/ž|maribor, drava"
"job-03707","null|elektromonter - m/ž|ptuj, drava"
"job-03709","dom dr. jozeta potrca poljcane|f025009 srednja medicinska sestra i - m/ž|slovenska bistrica, drava"
"job-03710","dom dr. jozeta potrca poljcane|f025009 srednja medicinska sestra i - pripravnik - m/ž|slovenska bistrica, drava"
"job-03715","null|veterinarski tehnik (št. dm 391) v oddelku za veterinarstvo, območnem uradu celje, inšpekciji za varno hrano, veterinarstvo in varstvo rastlin|celje, savinja"
"job-03716","null|veterinarski tehnik (št. dm 391) v oddelku za veterinarstvo, območnem uradu celje, inšpekciji za varno hrano, veterinarstvo in varstvo rastlin, za nedoločen čas, s polnim delovnim časom, s trimesečnim poskusnim delom - m/ž|celje, savinja"
"job-03717","thermana|zdravstveni tehnik (m/ž)|laško, savinja"
"job-03730","null|medicinska sestra/zdravstveni tehnik - m/ž|novo mesto, southeast slovenia"
"job-03738","null|tehnik zdravstvene nege - m/ž|novo mesto, southeast slovenia"
"job-03745","iskra d.o.o.|varilec - semič m/ž|semič, southeast slovenia"
"job-03748","null|zdravstveni tehnik - m/ž|idrija, gorizia"
"job-03752","zdravstveni dom krsko|zdravstveni tehnik pripravnik - m/ž|krško, lower sava"
"job-03762","siemens|servisni inženir/ servisna inženirka|ljubljana, central slovenia"
"job-03773","univerzitetni klinični center ljubljana|inženir laboratorijske biomedicine iii (m/ž)|ljubljana, central slovenia"
"job-03774","univerzitetni klinični center ljubljana|inženir laboratorijske biomedicine iii, za potrebe klinike za nuklearno medicino - m/ž|ljubljana, central slovenia"
"job-03793","zdravstveni dom ljubljana|e047054 radiološki inženir i - m/ž|ljubljana, central slovenia"
"job-03803","null|e097163 inženir tehničnih strok vii/2 (i) področje dela aplikativna oprema in produkcija - m/ž|ljubljana, central slovenia"
"job-03804","null|bdt kontrolor / inženir varilstva - m/ž|grosuplje, central slovenia"
"job-03819","bureau veritas hse, d.o.o.|varnostni inženir (m/ž) / samostojni varnostni inženir|ljubljana, central slovenia"
"job-03820","blubit|razvojni inženir za konstrukcijo naprav in orodij|grosuplje, central slovenia"
"job-03823","null|diplomirani varnostni inženir - m/ž|ljubljana, central slovenia"
"job-03828","null|tehnolog (m/ž)|vrhnika, central slovenia"
"job-03830","null|strokovni sodelavec za varnost in zdravje pri delu - m/ž|kamnik, central slovenia"
"job-03833","strabag|tehnični vodja rudarskih del|lukovica, central slovenia - domžale, central slovenia"
"job-03848","null|vodja projektov / inženir elektrotehnike (m/ž)|jesenice, upper carniola"
"job-03850","jelovica hise d.o.o.|vodja gradbišča m/ž|preddvor, upper carniola"
"job-03861","null|gradbeni inženir - m/ž|maribor, drava"
"job-03862","null|inženir cnc programiranja in konstruiranja - m/ž|žalec, savinja"
"job-03868","gorenje|vodilni inženir za tehnično podporo m/ž|velenje, savinja"
"job-03870","null|prodajni inženir - m/ž|žalec, savinja"
"job-03871","proghres|projektni inženir za področje ove in energetskih rešitev - elektroenergetika (m/ž)|braslovče, savinja"
"job-03874","null|prodajni svetovalec - inženir - m/ž|novo mesto, southeast slovenia"
"job-03875","revoz d.d.|tehnolog v vzdrževanju (m/ž)|novo mesto, southeast slovenia"
"job-03895","null|komercialist - m/ž|ljubljana, central slovenia"
"job-03901","null|komercialist (gradbeni kalkulant) - m/ž|ljubljana, central slovenia"
"job-03913","rotis|kariera v rotisu - samostojni komercialist za tuje trge (m/ž)|trzin, central slovenia"
"job-03919","null|tehnični komercialist - strojništvo - m/ž|škofja loka, upper carniola"
"job-03921","null|nabavni referent - komercialist - m/ž|maribor, drava"
"job-03925","null|komercialist elektroenergetike - m/ž|maribor, drava"
"job-03929","null|samostojni komercialist (m/ž)|novo mesto, southeast slovenia"
"job-03930","null|komercialist - m/ž|ribnica, southeast slovenia"
"job-03931","null|komercialist za prodajo elektroagregatov - m/ž|novo mesto, southeast slovenia"
"job-03933","melamin kemicna tovarna d.d. kocevje|komercialist v logistiki - m/ž|kočevje, southeast slovenia"
"job-03935","mjob|računalničar / komercialist|novo mesto, southeast slovenia"
"job-03937","null|vzdrževalec - električar (m/ž)|ljubljana, central slovenia"
"job-03938","null|električar - m/ž|ljubljana, central slovenia"
"job-03939","null|procesni avtomatik električar - m/ž|kamnik, central slovenia"
"job-03940","null|električar - bakrokrivec - m/ž|ljubljana, central slovenia"
"job-03946","null|električar vzdrževalec (m/ž)|jesenice, upper carniola"
"job-03953","null|električar vzdrževalec - m/ž|žalec, savinja"
"job-03954","elektro unimont proizvodnja, montaza d.d.|električar - m/ž|slovenske konjice, savinja"
"job-03955","null|električar|novo mesto, southeast slovenia"
"job-03958","null|čistilec čistilka|kamnik, central slovenia"
"job-03959","null|čistilka/čistilec - m/ž|ljubljana, central slovenia"
"job-03960","null|čistilec - urejevalec notranjih prostorov - m/ž|ljubljana, central slovenia"
"job-03961","null|čistilec - urejevalec notranjih prostorov (m/ž) - m/ž|ljubljana, central slovenia"
"job-03962","null|čistilec laboratorija - m/ž|ljubljana, central slovenia"
"job-03970","null|čistilec - m/ž|kamnik, central slovenia"
"job-03973","null|sobar/čistilec - m/ž|kamnik, central slovenia"
"job-03977","null|čistilec - specialist - m/ž|ljubljana, central slovenia"
"job-03979","null|čistilec - ukc ljubljana - m/ž|ljubljana, central slovenia"
"job-03989","ees sistemi d.o.o.|čistilec/ka (m/ž) - ilirska bistrica in logatec|logatec, central slovenia - ilirska bistrica, inner carniola-karst"
"job-03990","null|čistilec prostorov - m/ž|ljubljana, central slovenia"
"job-03993","null|čistilec - m/ž|škofja loka, upper carniola"
"job-03997","null|čistilec/ka - m/ž|jesenice, upper carniola"
"job-03998","null|čistilec - urejevalec notranjih prostorov - m/ž|kranj, upper carniola"
"job-04002","null|čistilec/čistilka poslovnih objektov, nepremičnin, premičnin - m/ž|slovenska bistrica, drava"
"job-04003","null|čistilka/čistilec (m/ž) - m/ž|ptuj, drava"
"job-04004","null|čistilec v restavraciji - m/ž|pesnica, drava"
"job-04005","null|čistilec prostorov - m/ž|šentjur pri celju, savinja"
"job-04006","null|čistilec - m/ž|šmarje pri jelšah, savinja"
"job-04010","null|čistilec - novo mesto - m/ž|novo mesto, southeast slovenia"
"job-04011","pelini, ciscenje in vzdrzevanje objektov, d.o.o.|čistilec/čistilka - m/ž|kočevje, southeast slovenia"
"job-04016","null|čistilka/čistilec - m/ž|idrija, gorizia"
"job-04019","terme čatež|čistilec - sobar - m/ž|brežice, lower sava"
"job-04023","null|čistilec/čistilka - m/ž|murska sobota, mura"
"job-04027","osnovna sola antona sibelja-stjenka komen|čistilec - m/ž|sežana, coastal-karst"
"job-04029","null|čistilec - m/ž|izola, coastal-karst"
"job-04030","gostinstvo in turizem robert grahor s.p.|čistilec - sobar - m/ž|sežana, coastal-karst"
"job-04038","null|monter vrtnih ograj - m/ž|ljubljana, central slovenia"
"job-04039","null|vodja, monter - m/ž|ljubljana, central slovenia"
"job-04040","null|monter - m/ž|ljubljana, central slovenia"
"job-04041","null|krovec - klepar - monter - m/ž|ljubljana, central slovenia"
"job-04045","null|monter stavbnega pohištva - m/ž|ljubljana, central slovenia"
"job-04051","null|mizar/ka - monter/ka - m/ž|grosuplje, central slovenia"
"job-04052","null|monter alu stavbnega pohištva - m/ž|kamnik, central slovenia"
"job-04054","null|pomožni monter energetskih strojev in naprav - m/ž|ljubljana, central slovenia"
"job-04057","null|monter stavbnega pohištva - m/ž|kamnik, central slovenia"
"job-04061","null|monter in serviser klima naprav in hladilnih sistemov|kranj, upper carniola"
"job-04068","null|monter (m/ž) - m/ž|šmarje pri jelšah, savinja"
"job-04069","null|vodovodar/monter strojnih inštalacij - m/ž|šmarje pri jelšah, savinja"
"job-04072","null|monter vodovodnih inštalacij - m/ž|žalec, savinja"
"job-04076","null|strojni monter i - m/ž|velenje, savinja"
"job-04077","null|elektro monter i - m/ž|velenje, savinja"
"job-04086","tips d.o.o. proizvodno in trgovsko podjetje|strojni monter strojev in naprav - m/ž|krško, lower sava"
"job-04087","tips d.o.o. proizvodno in trgovsko podjetje|elektro monter strojev in naprav - m/ž|krško, lower sava"
"job-04089","null|obdelovalec kovin-ključavničar-monter - m/ž|postojna, inner carniola-karst"
"job-04097","null|serviser-monter gostinske opreme, serviser-monter klima naprav - m/ž|izola, coastal-karst"
"job-04103","null|svetovalec v sektorju za demografske in socialne statistike, oddelek za demografske statistike in življenjsko raven, določen čas - projekt »eu-silc 2026 modules and preparation of 2027 ad hoc subject«. - m/ž|ljubljana, central slovenia"
"job-04113","emil frey fuso import d.o.o.|tehnični svetovalec (m⁠/⁠ž)|ljubljana, central slovenia"
"job-04115","avto aktiv slo d.o.o.|servisni svetovalec (m/ž) - pe trzin|trzin, central slovenia"
"job-04116","unicredit|višji svetovalec (m/ž) v poslovni enoti ljubljana|ljubljana, central slovenia"
"job-04117","gorenjska banka|svetovalec pravnim osebam za mikro segment (m/ž)|ljubljana, central slovenia"
"job-04118","axlhub d.o.o.|microsoft power platform svetovalec (m/ž)|ljubljana, central slovenia"
"job-04119","inditex|svetovalec za prodajo in blagajnik (m/ž) pull & bear|ljubljana, central slovenia"
"job-04121","ey|davčni svetovalec začetnik (m/ž)|ljubljana, central slovenia"
"job-04122","inditex|svetovalec za prodajo in blagajnik (m/ž)|ljubljana, central slovenia"
"job-04123","obrtno-podjetniska zbornica slovenije|višji strokovni sodelavec - svetovalec s področja računovodstva in davkov - m/ž|ljubljana, central slovenia"
"job-04124","obrtno-podjetniska zbornica slovenije|svetovalec - specialist za davčne zadeve - m/ž|ljubljana, central slovenia"
"job-04125","univerza v ljubljani|rektorat, samostojni strokovni svetovalec področja v visokošolski dejavnosti vii/2-ii - za področje internacionalizacije in strateških partnerstev|ljubljana, central slovenia"
"job-04126","univerza v ljubljani|ef, podatkovni svetovalec vii/2, infrastrukturni program mric-icef (finančni laboratorij)|ljubljana, central slovenia"
"job-04142","null|višji svetovalec področja iii - m/ž|ljubljana, central slovenia"
"job-04144","null|področni svetovalec iii, tarifni razred vii/1, šifra delovnega mesta i017113, v noe vodstvo - m/ž|ljubljana, central slovenia"
"job-04155","null|višji svetovalec področja i za področje regulative zdravil naravnega izvora v sektorju za preskrbo z zdravili in posebna dovoljenja - m/ž|ljubljana, central slovenia"
"job-04157","null|področni svetovalec i - vodja pisarne in vodja tic - m/ž|ljubljana, central slovenia"
"job-04159","null|višji svetovalec področja ii v sektorju za finance in računovodstvo, 2 prosti delovni mesti|ljubljana, central slovenia"
"job-04163","null|višji svetovalec področja i za področje določanja cen zdravil v sektorju za preskrbo z zdravili in posebna dovoljenja - m/ž|ljubljana, central slovenia"
"job-04165","null|višji svetovalec področja ii v sektorju za finance in računovodstvo - m/ž|ljubljana, central slovenia"
"job-04171","null|višji svetovalec področja i za področje določanja cen zdravil v sektorju za preskrbo z zdravili in posebna dovoljenja (m/ž)|ljubljana, central slovenia"
"job-04172","null|višji svetovalec področja i za regulativo zdravil naravnega izvora v sektorju za preskrbo z zdravili in posebna dovoljenja (m/ž)|ljubljana, central slovenia"
"job-04174","null|pomožni finančni svetovalec - m/ž|ljubljana, central slovenia"
"job-04180","null|rehabilitacijski svetovalec na zaposlitveni in poklicni rehabilitaciji - m/ž|ljubljana, central slovenia"
"job-04186","banka sparkasse|finančni svetovalec za poslovanje s podjetji|ljubljana, central slovenia"
"job-04199","ajpes; ajpes centrala ljubljana|področni sekretar, šifra i017080 - svetovalec direktorja za področje informatike - m/ž|ljubljana, central slovenia"
"job-04201","bauhaus|svetovalec pri prodaji na oddelku ploščice (keramika, gradbene kemija) ljubljana btc|ljubljana, central slovenia"
"job-04202","drzavni svet republike slovenije|svetovalec za javne finance in proračunsko načrtovanje (šifra dm 122028, c017143) v splošni službi državnega sveta - m/ž|ljubljana, central slovenia"
"job-04203","ministrstvo za obrambo|svetovalec v direktoratu za obrambno politiko, sektorju za sistemske obrambno politične zadeve (šifra dm 102611) - m/ž|ljubljana, central slovenia"
"job-04204","null|višji svetovalec področja i (i017159) v sektorju za razvoj, preventivo in vzgojo v cestnem prometu - m/ž|ljubljana, central slovenia"
"job-04205","avtocenter trobec|prodajni svetovalec za nova vozila - omoda & jaecoo (m/ž)|ljubljana, central slovenia"
"job-04206","pirnar|prodajni svetovalec za dach regijo|ljubljana, central slovenia"
"job-04207","itclass|firstclass - svetovalec za iskanje& selekcijo it kadrov (m/ž)|ljubljana, central slovenia"
"job-04208","firstclass|firstclass - svetovalec za iskanje& selekcijo it kadrov (m/ž)|ljubljana, central slovenia"
"job-04209","plan-net avto d.o.o.|tehnični svetovalec za servisno mrežo|kamnik, central slovenia"
"job-04210","obcina dol pri ljubljani|svetovalec za gospodarske dejavnosti iii - m/ž|ljubljana, central slovenia"
"job-04212","obcina dol pri ljubljani|višji svetovalec za javne službe in okolje iii - m/ž|ljubljana, central slovenia"
"job-04213","bauhaus|svetovalec pri prodaji na sanitarnem oddelku (sanitarne inštalacije, sanitarna keramika) ljubljana rudnik|ljubljana, central slovenia"
"job-04214","obcina dol pri ljubljani|svetovalec pripravnik - m/ž|ljubljana, central slovenia"
"job-04215","kariera|svetovalec za zavarovanja - 6 ur delavnik, polna zaposlitev in nič terenskih obveznosti m/ž/d|central slovenia"
"job-04216","whc d.o.o.|tehnično prodajni svetovalec (m/ž)|ljubljana, central slovenia"
"job-04218","brandstock|svetovalec oddelka za cenovne analize|ljubljana, central slovenia"
"job-04219","ey|svetovalec na področju obračuna plač (m/ž)|ljubljana, central slovenia"
"job-04220","bauhaus|svetovalec pri prodaji na sanitarnem oddelku ljubljana btc (m/ž)|ljubljana, central slovenia"
"job-04221","bauhaus|svetovalec pri prodaji na lesnem oddelku (m/ž) ljubljana btc|ljubljana, central slovenia"
"job-04222","null|pravni svetovalec - m/ž|ljubljana, central slovenia"
"job-04223","coface|prodajni svetovalec (m/ž/d)|ljubljana, central slovenia"
"job-04224","kompare|zavarovalniški svetovalec (m/ž) - licencirani agent|ljubljana, central slovenia"
"job-04225","kompare|prodajni svetovalec za avto zavarovanja (m/ž)|ljubljana, central slovenia"
"job-04228","trenkwalder group|lažja proizvodna dela (m/ž) v logatcu|logatec, central slovenia"
"job-04229","trenkwalder group|strojnik - dvoizmensko (m/ž) v logatcu|logatec, central slovenia"
"job-04230","null|prodajni svetovalec na terenu|bohinj, upper carniola"
"job-04231","gorenjska banka|svetovalec (m/ž) - kranj|kranj, upper carniola"
"job-04234","gorenjska banka|samostojni svetovalec (m/ž) - kranj|kranj, upper carniola"
"job-04235","gorenjska banka|samostojni svetovalec v kontaktnem centru (m/ž)|kranj, upper carniola"
"job-04238","null|višji pravni svetovalec i - m/ž|kranj, upper carniola"
"job-04241","merkur|prodajni svetovalec (m/ž) tc merkur škofja loka|škofja loka, upper carniola"
"job-04283","merkur|prodajni svetovalec (m/ž) tc merkur črnomelj|črnomelj, southeast slovenia"
"job-04285","inpro d.o.o. novo mesto|prodajni svetovalec|novo mesto, southeast slovenia"
"job-04286","null|prodajni svetovalec - m/ž|novo mesto, southeast slovenia"
"job-04292","zavod republike slovenije za zaposlovanje|samostojni svetovalec i, območna služba nova gorica, oddelek/delovno področje za apz - m/ž|nova gorica, gorizia"
"job-04294","trzni inspektorat republike slovenije|svetovalec - pripravnik, območna enota murska sobota|murska sobota, mura"
"job-04295","null|svetovalec (šifra dm 140) - m/ž|ravne na koroškem, carinthia"
"job-04300","onkološki inštitut ljubljana|bolničar negovalec, spremljevalec v bolnišnični dejavnosti, e034005, služba za oskrbovalne dejavnosti, m/ž|ljubljana, central slovenia"
"job-04301","onkološki inštitut ljubljana|bolničar negovalec, spremljevalec v bolnišnični dejavnosti,e034005, služba za oskrbovalne dejavnosti - m/ž|ljubljana, central slovenia"
"job-04310","null|bolničar - negovalec - pripravnik - m/ž|ljubljana, central slovenia"
"job-04321","null|bolničar negovalec i - m/ž|domžale, central slovenia"
"job-04322","dom starejših občanov grosuplje|bolničar pripravnik - m/ž|grosuplje, central slovenia"
"job-04323","prizma ponikve, posebni socialno varstveni zavod|bolničar-negovalec i - m/ž|grosuplje, central slovenia"
"job-04324","dom starejših občanov grosuplje|bolničar negovalec - m/ž|grosuplje, central slovenia"
"job-04327","null|bolničar - negovalec - m/ž|ljubljana, central slovenia"
"job-04328","null|socialna oskrbovalka na domu v občini brezovica - m/ž|ljubljana, central slovenia"
"job-04330","css škofja loka|bolničar negovalec - dolgotrajna oskrba na domu (m/ž)|škofja loka, upper carniola"
"job-04333","null|bolničar negovalec - pripravnik v pe žiri - m/ž|škofja loka, upper carniola"
"job-04334","senecura|bolničar negovalec (m/ž/x)|žiri, upper carniola"
"job-04335","null|bolničar negovalec - pripravnik - m/ž|škofja loka, upper carniola"
"job-04336","null|bolničar negovalec - m/ž|škofja loka, upper carniola"
"job-04338","null|bolničar negovalec v pe žiri - m/ž|škofja loka, upper carniola"
"job-04340","null|bolničar - negovalec i - m/ž|radovljica, upper carniola"
"job-04343","null|socialna oskrbovalka ii (i) - m/ž|radovljica, upper carniola"
"job-04344","dom dr. jozeta potrca poljcane|f024001 bolničar - negovalec - pripravnik - m/ž|slovenska bistrica, drava"
"job-04345","dom dr. jozeta potrca poljcane|f024001 bolničar negovalec - m/ž|slovenska bistrica, drava"
"job-04347","null|bolničar negovalec - pripravnik - m/ž|maribor, drava"
"job-04350","null|bolničar negovalec - pripravnik - delovno mesto štore - m/ž|celje, savinja"
"job-04351","null|bolničar negovalec i - delovno mesto štore - m/ž|celje, savinja"
"job-04359","null|bolničar-negovalec - m/ž|novo mesto, southeast slovenia"
"job-04360","vitadom, pe dom starejsih crni vrh|bolničar negovalec - m/ž|idrija, gorizia"
"job-04362","null|bolničar negovalec - m/ž|idrija, gorizia"
"job-04367","null|bolničar negovalec - m/ž|cerknica, inner carniola-karst"
"job-04368","null|bolničar negovalec - m/ž|radlje ob dravi, carinthia"
"job-04370","koroski dom starostnikov|bolničar negovalec (pe slovenj gradec) - m/ž|slovenj gradec, carinthia"
"job-04384","null|vzgojitelj v domu za učence s posebnimi potrebami - m/ž|ljubljana, central slovenia"
"job-04390","vrtec miskolin|vzgojitelj predšolskih otrok - pomočnik vzgojitelja - m/ž|ljubljana, central slovenia"
"job-04391","null|vzgojitelj predšolskih otrok - m/ž|ljubljana, central slovenia"
"job-04400","null|vzgojitelj predšolskih otrok - m/ž|kranj, upper carniola"
"job-04414","srednja ekonomska sola ljubljana|učitelj matematike - m/ž|ljubljana, central slovenia"
"job-04417","null|učitelj (slovenščine) - m/ž|ljubljana, central slovenia"
"job-04418","null|učitelj (komunikacijskih veščin - logoped) - m/ž|ljubljana, central slovenia"
"job-04419","null|učitelj (matematike in računalništva) - m/ž|ljubljana, central slovenia"
"job-04420","null|učitelj (glasbe) - m/ž|ljubljana, central slovenia"
"job-04421","null|učitelj (matematike) - m/ž|ljubljana, central slovenia"
"job-04422","null|učitelj (razrednega pouka) - m/ž|ljubljana, central slovenia"
"job-04423","null|učitelj (specialno rehabilitacijski pedagog) - m/ž|ljubljana, central slovenia"
"job-04431","univerza v ljubljani|ef, visokošolski učitelj - docent za področje denarja in finance|ljubljana, central slovenia"
"job-04432","univerza v ljubljani|ff. visokošolski učitelj na oddelku za filozofijo|ljubljana, central slovenia"
"job-04433","univerza v ljubljani|ff, visokošolski učitelj na oddelku za bibliotekarstvo, informacijsko znanost in knjigarstvo|ljubljana, central slovenia"
"job-04434","univerza v ljubljani|ff, visokošolski učitelj na oddelku za psihologijo|ljubljana, central slovenia"
"job-04435","univerza v ljubljani|teof, visokošolski učitelj - docent, katedra za osnovno bogoslovje in dialog|ljubljana, central slovenia"
"job-04436","univerza v ljubljani|fu, visokošolski učitelj predavatelj - višji predavatelj (področje organizacija javnega sektorja)|ljubljana, central slovenia"
"job-04437","univerza v ljubljani|preklic_aluo, visokošolski učitelj - docent, na oddelku za oblikovanje vizualnih komunikacij|ljubljana, central slovenia"
"job-04438","univerza v ljubljani|fmf, visokošolski učitelj za področje matematike na oddelku za matematiko|ljubljana, central slovenia"
"job-04439","univerza v ljubljani|mf, visokošolski učitelj, katedra za patologijo|ljubljana, central slovenia"
"job-04440","univerza v ljubljani|mf, visokošolski učitelj, katedra za ustne bolezni in parodontologijo|ljubljana, central slovenia"
"job-04442","null|učitelj razrednik - m/ž|ljubljana, central slovenia"
"job-04444","null|učitelj ekonomije - m/ž|ljubljana, central slovenia"
"job-04445","null|učitelj - m/ž|ljubljana, central slovenia"
"job-04449","null|učitelj praktičnega pouka elektrotehniških modulov - m/ž|ljubljana, central slovenia"
"job-04452","null|učitelj in organizator šolske prehrane - m/ž|ljubljana, central slovenia"
